"Story","Title","Result","Date","Stability","Duration (s)"
"Guest User and Registered User Entry Point","Registered User","ERROR","2016-07-28T01:08:53.040+01:00","0.0","23.86"
"Guest User to Registered User Login and Logout","Registered User Login and Logout","ERROR","2016-07-28T01:09:17.833+01:00","0.0","23.25"
