"Story","Title","Result","Date","Stability","Duration (s)"
"Guest User and Registered User Entry Point","Guest User","PENDING","2016-07-22T01:18:03.956+01:00","0.0","9.72"
"Guest User and Registered User Entry Point","Registered User","PENDING","2016-07-22T01:18:14.358+01:00","0.0","9.33"
