"Story","Title","Result","Date","Stability","Duration (s)"
"Guest User to Registered User Login and Logout","Guest User Sign Up to be Registered User","SUCCESS","2016-07-31T00:54:35.512+01:00","0.0","20.27"
"Guest User to Registered User Login and Logout","Registered User Login and Logout","SUCCESS","2016-07-31T01:12:44.031+01:00","0.0","25.28"
